Store,Date,Forecast_Weekly_Sales,Lower_80CI,Upper_80CI,Tier
29,2012-11-16,512419.095314033,460344.0068364289,570392.9733162562,Mid-Volume
29,2012-11-23,961995.4507986744,906502.7684217952,1014080.130970371,Mid-Volume
29,2012-11-30,630399.5834885765,572330.3532910255,678495.3479294026,Mid-Volume
29,2012-12-07,697082.6008859819,635858.9074365316,754596.3429249875,Mid-Volume
29,2012-12-14,824947.1862558365,767884.8038797259,881872.8559042368,Mid-Volume
29,2012-12-21,1107236.6869835884,1046387.8011915341,1165977.802081316,Mid-Volume
29,2012-12-28,506053.054606158,444886.83858845604,572842.1216639284,Mid-Volume
29,2013-01-04,473169.47754261456,390948.603882446,544010.13490301,Mid-Volume
29,2013-01-11,445607.50613936794,370443.36233776214,524897.5750495626,Mid-Volume
29,2013-01-18,458975.18899730215,377989.0337591537,536876.3883978667,Mid-Volume
30,2012-11-02,466375.44611732766,443470.38838122203,485847.7046619886,Low-Volume
30,2012-11-09,420548.8941804214,395037.40273249114,442276.2623998159,Low-Volume
30,2012-11-16,417713.77607001807,391034.17581869074,439873.9617599574,Low-Volume
30,2012-11-23,448975.6584105969,419351.11976744613,480132.73835275037,Low-Volume
30,2012-11-30,396227.5362196127,369537.3502414421,426744.964818132,Low-Volume
30,2012-12-07,416911.6220407505,382841.14651052386,445289.9387477455,Low-Volume
30,2012-12-14,430374.3511980829,393135.79332661285,460221.8536888592,Low-Volume
30,2012-12-21,500664.39554167097,464610.44505302963,534084.6524279403,Low-Volume
30,2012-12-28,382268.07727253647,345924.32438346196,417974.3545367486,Low-Volume
30,2013-01-04,441030.3854232282,400119.4004656676,475069.2821060298,Low-Volume
30,2013-01-11,448992.4611930286,407347.31085323845,482293.87467978813,Low-Volume
30,2013-01-18,426787.46322833066,382042.4641328785,463305.4196281727,Low-Volume
31,2012-11-02,1403882.6676709673,1352021.0033949402,1472979.3851415368,High-Volume
31,2012-11-09,1431167.7686446954,1376998.3088249576,1493166.137220473,High-Volume
31,2012-11-16,1436505.4464830742,1372216.580848113,1498567.9239398818,High-Volume
31,2012-11-23,1935627.691242953,1870454.6316674324,2005346.1113796018,High-Volume
31,2012-11-30,1414460.989150719,1361230.0368371322,1492384.6176239008,High-Volume
31,2012-12-07,1554190.075821107,1491314.7457373438,1621769.6730084016,High-Volume
31,2012-12-14,1780418.8067714649,1720928.5907165897,1851710.4759775072,High-Volume
31,2012-12-21,2139599.104469289,2074321.7955913332,2208698.491664938,High-Volume
31,2012-12-28,1282447.4698348276,1221295.3002209708,1341204.8504686125,High-Volume
31,2013-01-04,1390107.262196336,1333527.0204134877,1462358.654288538,High-Volume
31,2013-01-11,1423603.9183522698,1362231.6337600371,1495986.677080922,High-Volume
31,2013-01-18,1416483.160699954,1351839.5836332527,1490361.7081526206,High-Volume
32,2012-11-02,1162870.7972178934,1110720.3279187211,1218804.914840596,High-Volume
32,2012-11-09,1218691.7839497088,1156700.0870174016,1270835.4317801353,High-Volume
32,2012-11-16,1226488.7900611458,1175524.105266144,1288071.0365717348,High-Volume
32,2012-11-23,1715274.9767807098,1663704.3278622634,1760826.5459251772,High-Volume
32,2012-11-30,1267546.313521924,1211160.6359566655,1314824.3522597007,High-Volume
32,2012-12-07,1457446.6700337278,1391026.771179711,1511725.727840555,High-Volume
32,2012-12-14,1629726.6834368703,1575876.776998292,1687400.6369003009,High-Volume
32,2012-12-21,2024361.5709615513,1969721.9597234302,2088125.505680865,High-Volume
32,2012-12-28,1059365.4638003453,1004566.288763939,1116395.7233098496,High-Volume
32,2013-01-04,1129665.6913889123,1077412.5933728584,1188407.6144356143,High-Volume
32,2013-01-11,1109406.5326291167,1044686.5939454634,1166746.093566349,High-Volume
32,2013-01-18,1150908.8340206915,1086694.416494075,1207495.3533927123,High-Volume
33,2012-11-02,270409.4754968623,248182.1433981308,289620.307493455,Low-Volume
33,2012-11-09,301876.261615634,282829.71590470173,320155.3487560186,Low-Volume
33,2012-11-16,261829.6084771816,237875.5872357508,281345.71742025804,Low-Volume
33,2012-11-23,274236.1018167195,252010.00453396083,297333.22839520394,Low-Volume
33,2012-11-30,243461.32059762115,218226.06939227728,264984.95967546577,Low-Volume
33,2012-12-07,289524.75245606195,265697.764179256,309767.01532368927,Low-Volume
33,2012-12-14,276886.49996185215,250552.35411137782,301629.9376156586,Low-Volume
33,2012-12-21,284414.9480256512,256879.6445837422,308917.4145871526,Low-Volume
33,2012-12-28,253803.57305330597,224486.61893892818,281969.2080467792,Low-Volume
33,2013-01-04,286764.64918398205,257485.47566228363,314719.2297758571,Low-Volume
33,2013-01-11,301480.7041696387,272882.59236794896,331921.6711520984,Low-Volume
33,2013-01-18,282329.10565662134,249225.45369495242,308790.678065197,Low-Volume
34,2012-11-02,1019984.285491487,972585.4515430257,1075519.6674032279,High-Volume
34,2012-11-09,1025312.5045868437,975628.8986963764,1080552.5401772219,High-Volume
34,2012-11-16,996529.3020208343,945922.4240939613,1045540.0806828943,High-Volume
34,2012-11-23,1361402.0746219503,1318679.1604306786,1415376.6869060528,High-Volume
34,2012-11-30,1041709.5140734984,994331.5179867175,1095875.8190780713,High-Volume
34,2012-12-07,1130323.9541666696,1078731.2230250353,1176367.111083766,High-Volume
34,2012-12-14,1253687.0890722442,1200683.7622794728,1300703.47578277,High-Volume
34,2012-12-21,1660688.2688697702,1608292.6820158677,1715065.7227750174,High-Volume
34,2012-12-28,964580.6167765004,906714.334522625,1024384.504722749,High-Volume
34,2013-01-04,959894.5905230062,909720.0028702512,1019840.9186641419,High-Volume
34,2013-01-11,948332.6406726764,900336.224399739,1009551.4437431967,High-Volume
34,2013-01-18,942267.220866841,889753.8315816494,1007966.3196486644,High-Volume
35,2012-11-02,833837.9838389781,710809.5052214677,969194.8064495473,Mid-Volume
35,2012-11-09,939535.4751558603,817433.0866335345,1069363.9877548213,Mid-Volume
35,2012-11-16,902500.886540216,770849.7582661712,1038254.8585260721,Mid-Volume
35,2012-11-23,1835969.965516416,1686400.7609051345,1977883.3232644978,Mid-Volume
35,2012-11-30,1036317.9332670625,879483.215108445,1188509.971466478,Mid-Volume
35,2012-12-07,1150945.883463071,1022028.3590849235,1292248.0628858001,Mid-Volume
35,2012-12-14,1364599.8109074403,1237558.4441701411,1533385.1771056314,Mid-Volume
35,2012-12-21,1840053.4528218317,1680326.1911552341,2016170.4886922697,Mid-Volume
35,2012-12-28,811330.379191146,636532.8392589893,1007791.1435385627,Mid-Volume
35,2013-01-04,757720.0339572015,566576.5743885128,940480.5119949693,Mid-Volume
35,2013-01-11,779604.7334203416,602553.7379542468,958431.5473567623,Mid-Volume
35,2013-01-18,787846.4811657877,586382.3246819538,996646.9598672335,Mid-Volume
36,2012-11-02,271313.4281990062,248054.69288944776,296806.0158180258,Low-Volume
36,2012-11-09,290981.17740079627,265223.69446658745,316158.10583426605,Low-Volume
36,2012-11-16,281484.5112830113,256810.3879055291,319026.40368360793,Low-Volume
36,2012-11-23,278897.61235008173,246342.7493654021,314056.53292104095,Low-Volume
36,2012-11-30,232040.67950875484,198299.8100999349,273054.96281692846,Low-Volume
36,2012-12-07,271188.1346841912,241672.08621833543,308670.46711409744,Low-Volume
36,2012-12-14,283619.4774436303,249903.64526644882,321706.7508944225,Low-Volume
36,2012-12-21,289821.23581927066,255139.22801472637,329954.2323519014,Low-Volume
36,2012-12-28,234157.8817764745,194528.81962717493,280539.99493718165,Low-Volume
36,2013-01-04,262411.11152694374,226600.88694064028,308514.9587309444,Low-Volume
36,2013-01-11,281523.5865565914,236007.17608709165,326978.4568486402,Low-Volume
36,2013-01-18,275398.7495833171,234521.4465478012,318799.33908583684,Low-Volume
37,2012-11-02,557967.2546315568,536507.6165666431,576144.8713037131,Low-Volume
37,2012-11-09,527755.0569891983,510050.1527067784,551339.0174514478,Low-Volume
37,2012-11-16,534665.3296353746,517405.5429745647,555631.725607327,Low-Volume
37,2012-11-23,533601.8422865149,512720.6516359006,552097.8177281055,Low-Volume
37,2012-11-30,527328.7699502371,508246.757897103,546670.2709337178,Low-Volume
37,2012-12-07,531897.3550066311,512580.3673626036,552236.6604471764,Low-Volume
37,2012-12-14,548214.2683628615,531145.8678502031,567644.7511555321,Low-Volume
37,2012-12-21,597901.3555417054,576133.1058988146,617311.5731155416,Low-Volume
37,2012-12-28,471799.2911482998,452296.71043007117,491256.12856828264,Low-Volume
37,2013-01-04,560195.6408289894,541622.6430826756,578319.1270885377,Low-Volume
37,2013-01-11,544594.979408753,524973.6545615778,563611.7832059192,Low-Volume
37,2013-01-18,544588.8673375068,520496.1206307593,564375.3099723592,Low-Volume
38,2012-11-02,463903.2240964289,434269.22140707803,489292.71891974274,Low-Volume
38,2012-11-09,427332.6114157052,402364.82857445494,450577.36060706544,Low-Volume
38,2012-11-16,425454.90959406755,399938.8095693555,454133.5069993442,Low-Volume
38,2012-11-23,434129.7193111583,407832.07198410574,467733.35927744256,Low-Volume
38,2012-11-30,434272.93306546874,402498.6123220669,468257.86708894034,Low-Volume
38,2012-12-07,444245.77678218123,408371.9168326384,485138.1490788968,Low-Volume
38,2012-12-14,418081.8507129562,379235.29683428805,459220.28107506246,Low-Volume
38,2012-12-21,445345.56629464985,400791.75946155953,493071.99983414885,Low-Volume
38,2012-12-28,375973.22603614384,328324.80644079536,429658.7672705842,Low-Volume
38,2013-01-04,476108.3083338323,418405.4394137443,550865.8876398191,Low-Volume
38,2013-01-11,435598.67397342715,374206.4924620393,507366.4146814336,Low-Volume
38,2013-01-18,418625.3065630088,349157.04401637655,492326.7580149651,Low-Volume
39,2012-11-02,1601402.1836337766,1504131.4615044543,1699892.627840492,High-Volume
39,2012-11-09,1575640.7075782483,1481995.7056573667,1671931.6542029863,High-Volume
39,2012-11-16,1649981.882852965,1550064.2324475464,1735004.2483855456,High-Volume
39,2012-11-23,2442240.8648749245,2345701.5688524703,2549777.5637768107,High-Volume
39,2012-11-30,1728212.2826483157,1621332.1325320883,1822323.5330096215,High-Volume
39,2012-12-07,1915745.118652782,1809923.9048952346,2025878.330436588,High-Volume
39,2012-12-14,2128604.124501556,2021675.5056159087,2218933.3702239865,High-Volume
39,2012-12-21,2762535.442083594,2662182.6304283272,2877443.596726495,High-Volume
39,2012-12-28,1558171.620259785,1436724.2245529324,1676442.5435537708,High-Volume
39,2013-01-04,1537529.6411438817,1404899.629645929,1651228.3093163688,High-Volume
39,2013-01-11,1487315.7229753402,1349810.1353925762,1604809.2666856705,High-Volume
39,2013-01-18,1533103.9301963325,1385646.3733477152,1656788.4757594261,High-Volume
40,2012-11-02,1018235.1060876081,950875.5972408007,1077795.0020915621,High-Volume
40,2012-11-09,989781.1728162521,927114.3239348953,1058769.60819959,High-Volume
40,2012-11-16,903234.6467647742,837393.1801208372,966047.032857944,High-Volume
40,2012-11-23,1218080.271043675,1158423.6877849381,1294536.7828611264,High-Volume
40,2012-11-30,1052535.1821520354,980049.2759419762,1115365.8674628227,High-Volume
40,2012-12-07,1162644.9639740917,1102969.4784183707,1226490.4714901363,High-Volume
40,2012-12-14,1229104.8698758371,1152856.0978030977,1296648.922690374,High-Volume
40,2012-12-21,1694518.4651316684,1618785.3970806818,1764101.151894347,High-Volume
40,2012-12-28,867773.6631503867,792394.8614397594,941126.275441952,High-Volume
40,2013-01-04,948144.5349023076,873384.7926181698,1030161.8351404688,High-Volume
40,2013-01-11,821588.6729958684,738825.8424194165,898530.4554035784,High-Volume
40,2013-01-18,816990.9029795338,741197.1480666277,913134.1999899705,High-Volume
41,2012-11-02,1368482.6857041696,1298286.662923135,1443206.3108763269,High-Volume
41,2012-11-09,1373714.5801092149,1300730.4703496757,1440681.2854341618,High-Volume
41,2012-11-16,1355543.7572822582,1281432.8702654373,1421180.3683162488,High-Volume
41,2012-11-23,2047456.953901933,1960653.39492257,2120199.3357789656,High-Volume
41,2012-11-30,1409395.7841539537,1332830.5381537776,1486733.978341907,High-Volume
41,2012-12-07,1633667.8766773548,1544560.8327315957,1706937.3672234353,High-Volume
41,2012-12-14,1814241.568934362,1743016.9313694148,1881923.5015825313,High-Volume
41,2012-12-21,2408977.4736843547,2336226.942468735,2493882.0627707066,High-Volume
41,2012-12-28,1232896.0724405062,1146066.0073872325,1308773.0549335368,High-Volume
41,2013-01-04,1339176.078254187,1254889.9275840584,1413465.7073528732,High-Volume
41,2013-01-11,1244370.2116441054,1150654.497280797,1313430.6968108849,High-Volume
41,2013-01-18,1269127.3733448272,1180043.2582963067,1348372.5104493692,High-Volume
42,2012-11-02,594393.8269704552,564763.3033707712,621748.8402608957,Low-Volume
42,2012-11-09,622290.7514699623,600012.2632721985,655729.6358273522,Low-Volume
42,2012-11-16,554315.3847907934,519321.79025346384,585054.2734544227,Low-Volume
42,2012-11-23,554527.4179777172,520284.5342226716,583565.6136564112,Low-Volume
42,2012-11-30,521700.2979165377,495741.80616391107,548552.3902384578,Low-Volume
42,2012-12-07,612692.3934093243,581213.8510584292,641958.9399736081,Low-Volume
42,2012-12-14,571098.4860895243,540349.2783028664,605273.744330776,Low-Volume
42,2012-12-21,578389.4131667458,545168.9675206329,609137.6229788609,Low-Volume
42,2012-12-28,453938.6277636664,423349.84457033285,485617.7954677816,Low-Volume
42,2013-01-04,622347.3426577208,589628.0467659513,654544.1950874713,Low-Volume
42,2013-01-11,644352.763073505,608645.5632890298,680798.9030163131,Low-Volume
42,2013-01-18,562112.680899311,524581.1843045654,594335.8988055976,Low-Volume
43,2012-11-02,587437.4424487883,550991.9122110903,624603.6307266972,Low-Volume
43,2012-11-09,554403.9054222351,518129.6576008453,596651.5651645828,Low-Volume
43,2012-11-16,548216.4183598066,503650.68503808015,595527.9535590591,Low-Volume
43,2012-11-23,584941.4721813262,541688.4483680311,633372.115910595,Low-Volume
43,2012-11-30,502771.5116454265,449110.9935045921,549592.3012485459,Low-Volume
43,2012-12-07,540943.8389069843,488633.6834843369,598479.6902564254,Low-Volume
43,2012-12-14,570157.7831449463,516421.88314779877,619738.5084356045,Low-Volume
43,2012-12-21,596222.8845201893,535061.4328776873,653022.9657082454,Low-Volume
43,2012-12-28,459631.4141755278,398106.05607035744,514938.3499897543,Low-Volume
43,2013-01-04,578237.4522786743,517407.7665057147,641481.6078908917,Low-Volume
43,2013-01-11,568518.7641731019,504575.92175033287,633002.2133205725,Low-Volume
43,2013-01-18,540876.806585485,473173.3519013506,611329.9777549579,Low-Volume
44,2012-11-02,332529.1992040954,314614.6173368666,346300.4111049649,Low-Volume
44,2012-11-09,343303.6082692536,328272.99010271404,357113.88533803687,Low-Volume
44,2012-11-16,345307.6680341826,328442.20578150393,359724.00246691966,Low-Volume
44,2012-11-23,365474.6814225712,347095.2750043015,383601.4650104276,Low-Volume
44,2012-11-30,325163.50554171146,309395.1040913991,340232.8057565356,Low-Volume
44,2012-12-07,340414.2233226394,322856.78185919963,358773.89640302653,Low-Volume
44,2012-12-14,342163.8882727486,324669.0665619505,362672.4027827457,Low-Volume
44,2012-12-21,426122.88991170115,403665.7103804445,445860.3458546108,Low-Volume
44,2012-12-28,305066.2170257293,278732.984737931,328809.24109363544,Low-Volume
44,2013-01-04,353963.29175688274,329090.6768530822,379736.6418459513,Low-Volume
44,2013-01-11,356559.65572669473,327973.31324520864,380055.6010564435,Low-Volume
44,2013-01-18,343462.50235795527,312896.99065995263,375118.74347066315,Low-Volume
45,2012-11-02,785307.8164821818,729171.0954379858,863758.4509288627,Mid-Volume
45,2012-11-09,781426.7898886722,702243.3402421831,852894.1784555304,Mid-Volume
45,2012-11-16,740415.696689313,668928.9904710053,807870.4255486336,Mid-Volume
45,2012-11-23,1187976.3791102201,1122132.6518540087,1246497.8173175324,Mid-Volume
45,2012-11-30,886138.6316075673,824064.0589477427,947277.3066114257,Mid-Volume
45,2012-12-07,1001958.0981431298,945267.1637796856,1084300.4430438057,Mid-Volume
45,2012-12-14,1123660.8435314957,1055613.2313947224,1209199.458041161,Mid-Volume
45,2012-12-21,1664199.0858021267,1594350.8015673691,1751111.5099222572,Mid-Volume
45,2012-12-28,723038.0218356327,635260.7570058238,811498.1541190279,Mid-Volume
45,2013-01-04,694958.7775239461,602489.4180051537,776487.4688708545,Mid-Volume
45,2013-01-11,666391.0355791718,586904.01009925,772030.6236758187,Mid-Volume
45,2013-01-18,661844.9037681677,574855.2246937413,745907.6337837585,Mid-Volume
